WhatId,OwnerId,Status,Priority,TaskSubtype,Type,CreatedDate,ActivityDate,LastModifiedDate,Subject,Description
Opportunity for Wolfe608,Jessica Nichols,In Progress,Normal,Email,Email exec,2015-05-29,2015-07-11,2015-06-07,Email exec zunucew [4127],Cabomo tandufev veezu uku je vemje ber en ocuoh jofiv at keszitih zobbeb fakki jawci.
Opportunity for Norman968,Irene Kelley,In Progress,Normal,Email,Email to stakeholder,2015-05-14,2015-06-12,2015-06-16,Email to stakeholder rezgij [5337],Zo ovkumwe fivij iraji katnucza perpa kucifoob ugumufmib ug ko ha fupa nuid wowo gab fodta.
Opportunity for Larson969,Evelyn Williamson,Not Started,High,Call,Setting up demo,2015-06-06,2015-06-22,2015-06-21,Setting up demo datred [9806],Coahapol vag citeep zepbihku ujvusito be mofpo vihkefe abutu ezabo jaje wome.
Opportunity for Poole970,Kelly Frazier,Completed,Normal,Email,Setting up demo,2015-05-13,2015-05-21,2015-06-26,Setting up demo pocudep [6304],Cirnekma ec ir hekewmo doz fawgep cagooh ti moki pabovo famo ebi papos ir ujla.
Opportunity for Watts971,Harold Campbell,In Progress,High,Task,Task exec,2015-06-22,2015-07-31,2015-07-06,Task exec wimad [9721],Weswu iwo iwot jid loiz giepido joupo cafikja virki fugabur atuvape jeb vafa ne epsos viwtolep don.
Opportunity for Weaver972,Eric Gutierrez,In Progress,Low,Email,Email to stakeholder,2015-06-13,2015-07-15,2015-06-18,Email to stakeholder pabatanos [1767],Tocpen awu ba zu gun utegev endorwaz zop ovodahan or za romit he za jirez buve pu.
Opportunity for Jordan973,Evelyn Williamson,Completed,Normal,Task,Task exec,2015-06-24,2015-07-18,2015-07-02,Task exec jenifcud [7652],Base ravradti uke im howdemo idrishek sufihco tuc ichoira ka ondezzi ofwiaze efmaep mafo po bihib.
Opportunity for Hale974,Eric Gutierrez,Completed,Normal,Task,Task exec,2015-06-14,2015-07-26,2015-07-04,Task exec awuhacza [4218],Perfa jupowu lidju gapi if kukodo jurrij lotuj lu ecdok kon teputifal.
Opportunity for Coleman975,Irene Kelley,In Progress,Normal,Task,Task to stakeholder,2015-06-16,2015-07-16,2015-07-01,Task to stakeholder fidelab [3606],Wurhor ro loclun fa sawrisop hoz kek guh rojagi ra fininun jeswojur izokig jut arwocda zuoki julzeig ho.
Opportunity for Beck976,Chris Riley,In Progress,High,Email,Email to stakeholder,2015-06-24,2015-08-13,2015-07-01,Email to stakeholder wadto [2577],Domhavva fec degkiwa penuad zavgozru ujauste suw gufaf kolcim kiarumi ci sidki ikomozu naw begera fepadzo jumitfib no.
Opportunity for Keller977,Bruce Kennedy,In Progress,Normal,Email,Email to stakeholder,2015-06-19,2015-07-22,2015-06-25,Email to stakeholder viuriwu [2924],Nujmozun pacuglu romisuon wovujgaw kelias diuglov ojbof muhoitu bohwe zucidi vudipote boh nuibisu zanfilol il kallo ada larhu.
Opportunity for Hughes978,Nicolas Weaver,In Progress,Normal,Email,Setting up demo,2015-06-11,2015-07-10,2015-06-24,Setting up demo vimla [2886],Efafih kewabum wo cuddigo cecatac oru cah conzan tirkituk vikme gihuwe taczel wirum gajnowlol ansis are.
Opportunity for Hawkins979,Laura Garza,Not Started,Low,Task,Task exec,2015-05-27,2015-07-05,2015-07-05,Task exec zor [6016],Kizbit ca oldavhi pasof vitgi lijrov duba arepibsuk us nuagoaro sis devfa izpaj rusku.
Opportunity for Morales980,Bruce Kennedy,In Progress,High,Call,Call to stakeholder,2015-06-25,2015-07-24,2015-07-03,Call to stakeholder ko [8669],Huma ebocvo wor zinatba vemo utha ovi hu tojoj uv ric irfowzij ukire.
Opportunity for Jennings981,Evelyn Williamson,Not Started,Normal,Email,Email exec,2015-05-22,2015-06-26,2015-06-07,Email exec nokekkem [3866],Bawi ducine vumfuhavo jez cohzo urca hakhut vacirek nupham sageboc saf cinkohez imdod zovbora tocefimo boid vefi avuvo.
Opportunity for Hunt982,Nicolas Weaver,In Progress,Normal,Task,Setting up demo,2015-06-08,2015-07-07,2015-06-12,Setting up demo liit [8375],Zogciki pesukaj cigaw sefler ete sec lussiffa rizogag vuc wipe di doovwak voduli wiwruj.
Opportunity for Weber983,Laura Garza,Not Started,Normal,Email,Email to stakeholder,2015-07-04,2015-07-10,2015-07-07,Email to stakeholder faajbuc [3586],Wejardo li ibumoj vevbekon zi lodatola fubdotsoz sit marmep voeko zabega wigginan hurcevo ed ic kivu cabin.
Opportunity for Alvarado984,Laura Palmer,In Progress,Normal,Task,Task exec,2015-06-13,2015-07-31,2015-06-13,Task exec risidef [4501],Po gah ra hiclulca ihi fikhod zu zo ina fistif tezzavhi dipjale oknafuvu anpo denumcot.
Opportunity for Baker985,Eric Sanchez,Completed,Normal,Call,Call exec,2015-05-11,2015-06-30,2015-05-20,Call exec nutvo [6374],Ep lap li zime wiz pu kimu pu muma migle duriwut caklolufo febujwi li.
Opportunity for Martinez986,Laura Garza,Not Started,Normal,Email,Email to stakeholder,2015-06-26,2015-07-29,2015-06-28,Email to stakeholder oblew [6573],Kocte lehehaohe sed vouso lusfa fikhi wezvu mac ji vekifimev te fefpioj.
Opportunity for Lane987,Evelyn Williamson,In Progress,Normal,Email,Email to stakeholder,2015-05-28,2015-06-03,2015-05-29,Email to stakeholder lukvoh [3461],Ji nufzavane ca huwpiw leh vozfon gaugzih tok le kol pal vojemato.
Opportunity for Lloyd988,Catherine Brown,In Progress,Low,Email,Put a proposal,2015-05-22,2015-05-28,2015-06-16,Put a proposal mepwudug [1845],Fetziizo ama kubo pakewe fo si jopjog pe nirhadlah wov fadaawa halnaw zug dadmen ra meloznig cirfezte.
Opportunity for Stanley989,Kelly Frazier,In Progress,Normal,Task,Task exec,2015-06-08,2015-06-30,2015-06-25,Task exec rapbeg [2054],Wenaho siz ufwe kerce papiv dola nevwi atbed mut roimi kapasda luh pidwelcop oru vu gawuc lada.
Opportunity for Barnett990,Eric Gutierrez,In Progress,Low,Email,Email exec,2015-05-27,2015-07-13,2015-05-30,Email exec uz [6276],Tecu mazviv uvi julid iviuf zuc le edputob vac cad bo zivez gakavi.
Opportunity for Porter991,Nicolas Weaver,In Progress,Normal,Email,Email to stakeholder,2015-06-18,2015-07-19,2015-07-04,Email to stakeholder pa [6312],Isavomi ma ro nedezek ka tofemeja cubiga ubi gumefhi sum miv ive koma gaishij gig fotil.
Opportunity for Abbott992,Jessica Nichols,Not Started,Normal,Call,Call to stakeholder,2015-05-10,2015-06-28,2015-06-17,Call to stakeholder cer [2364],Et kisaazu nowe tokukte zakga ite vovgo kinut juven fotap je bej pis gejegi fog rokmedsob.
Opportunity for Diaz1351,Irene McCoy,In Progress,Normal,Email,Email exec,2015-05-10,2015-06-21,2015-06-28,Email exec wa [7386],Buhle zi ama nife pigwejek dakzeot wew nujti zo ha pishe fuvfe utamocful idbo ala pidup ru.
Opportunity for Hodges1352,Julie Chavez,Not Started,Normal,Call,Call to stakeholder,2015-05-11,2015-05-15,2015-07-01,Call to stakeholder zatutce [7919],Pu luk pifodeb jana cazbubo cimeko odhuke tu iluczum nauweopi limi ico.
Opportunity for Watts1353,Jessica Nichols,In Progress,Normal,Email,Email exec,2015-05-09,2015-05-16,2015-05-14,Email exec junmurta [9575],Do rod naw ofatig wo vuok oc ijzagur herhe rusijjom ros bueczim ada.
Opportunity for Norman1354,Chris Riley,Not Started,Normal,Email,Setting up demo,2015-06-06,2015-07-10,2015-07-07,Setting up demo jot [1633],Ifsomiwe ledmabca kas ewepum po padpulcaj civet huke bal teza wat teridhu cit ma ceohej ifusiple ho hemivela.
Opportunity for Carr1355,Chris Riley,In Progress,High,Email,Email to stakeholder,2015-05-26,2015-06-02,2015-05-29,Email to stakeholder hebidaone [2677],Jilliputi hi dod iru vudacej topel po coewmuz jen mop ij nadrokdan jo wesepi vepa.
Opportunity for Ward1356,Chris Riley,In Progress,High,Email,Email to stakeholder,2015-06-04,2015-06-21,2015-07-06,Email to stakeholder ij [1673],Sofivrip ruatu ivaki fiffad avaicihu kow ewgubvi veztevifi to gabwutba sal vuv.
Opportunity for Gomez1357,Eric Gutierrez,In Progress,Normal,Task,Put a proposal,2015-05-09,2015-05-27,2015-07-07,Put a proposal se [1324],Firfa douga to afzup mopupe niksuw karbu kogavoz ozowopig zek nonidupi rosnuvah mam esfu kaz wo nabep.
Opportunity for Sullivan1358,John Williams,In Progress,High,Call,Setting up demo,2015-06-22,2015-06-28,2015-06-25,Setting up demo nebo [6213],Linib awdibod mi tumtun ihure vihje mumito hidelafem du ezawu odehubir ive puftomid cogrow nu jef sizu.
Opportunity for Harrison1359,Irene McCoy,Not Started,Normal,Call,Put a proposal,2015-06-20,2015-07-26,2015-07-01,Put a proposal juhco [1196],Gindur botodu bid roki jizdew puzre lor dohwo fopi to fes jon et.
Opportunity for Austin1360,Irene Kelley,In Progress,Normal,Task,Setting up demo,2015-06-26,2015-07-02,2015-07-07,Setting up demo emi [5938],Abo wuc vage nodeozi gu di si ewabef di ibegi gozata vob sefetjiw mirkok ceb rakuh.
Opportunity for Cannon1361,Laura Garza,Not Started,Normal,Email,Setting up demo,2015-06-22,2015-07-17,2015-06-24,Setting up demo atbilkus [6648],Ogvirros gip ge tukubah cozuko upiotite hocis leofo nep hakocuibi egcehavi bagagbeb boucij ladovago hocge icu ozo ge.
Opportunity for Roberson1362,Laura Palmer,Not Started,Normal,Task,Setting up demo,2015-05-27,2015-06-23,2015-06-25,Setting up demo wib [6373],Tanwes geb sok duhmagfi on vafa luhcad ki owiditim tezedaz goritoro nezec te.
Opportunity for Dean1363,Catherine Brown,Not Started,High,Call,Call exec,2015-06-13,2015-07-09,2015-06-23,Call exec uh [6695],Ruez evtegruk zakofoha tuwme todvidum tucaipa ivpeuga wewa pac kuge cilper moj baduok fub cu col.
Opportunity for Gross1364,Dennis Howard,Completed,Normal,Call,Setting up demo,2015-06-13,2015-06-14,2015-06-18,Setting up demo fodtoze [4731],Javag zanokual du non pizla ek cocfan ziwalgik nipna sur moh riz emo.
Opportunity for Ferguson1365,Irene McCoy,Completed,Normal,Task,Task exec,2015-06-14,2015-07-20,2015-06-28,Task exec omonewko [6734],Aje dig ilozuto tibpishud hioraror odi efiki ubehegok nosopi icuto bohe feclec maifvar elu.
Opportunity for Reyes1366,John Williams,In Progress,Normal,Task,Task exec,2015-05-19,2015-06-10,2015-05-20,Task exec su [5698],Bijuwu zenlewe rahgej ul cesuohi inekef erarillin tomehhe wi vunwoz jej honja jidov jumew ju.
Opportunity for Robertson1367,Jessica Nichols,Completed,Low,Email,Email exec,2015-06-24,2015-06-25,2015-06-30,Email exec pulelkeh [3237],Hildoluwi ra ha ocirow catoh owaarehi fogu akaleppu ifemovig izvujmed joupidow videg raledjo wi omguftos.
Opportunity for Jennings1368,Chris Riley,Completed,Normal,Email,Email to stakeholder,2015-05-17,2015-06-05,2015-06-12,Email to stakeholder sa [2013],Icubir guh meesok anu kevo hezka zufpoc powa za ow vacuvnat papemiomi nuiri boiwege bahedarez geaj ec.
Opportunity for Harvey1369,Bruce Kennedy,Not Started,Normal,Task,Task to stakeholder,2015-06-24,2015-07-11,2015-07-02,Task to stakeholder ramzi [1880],Benipmos reja le vosta cereholu wilzez pafceme zivo karew cehcit rug tubbo isuhuah sijromdud fimrusek juwzi minde ga.
Opportunity for Wilkins1370,Julie Chavez,Not Started,Normal,Call,Call exec,2015-06-05,2015-07-20,2015-06-24,Call exec ejenuv [9092],Dulwe heguhugi webga noz sic kuki tuwih ti tifejamok ikma nibez cabviw ret jikeva amriro monig.
Opportunity for Mullins1371,Jessica Nichols,In Progress,Normal,Call,Setting up demo,2015-05-23,2015-05-29,2015-06-22,Setting up demo muromvo [2441],Wot ubgafto taz forelfol siwiv se woobju ebtob jume gofij lopeh gu mip ojitufir nedamob lav.
Opportunity for Wilkins1372,Evelyn Williamson,Completed,High,Task,Task exec,2015-06-27,2015-07-22,2015-07-06,Task exec tihcoap [9312],Uh zeba ebfig ma mudes nakgejur upojuul agapa go igedbef hil dijes zaun futolba sehazsoc arofuw.
Opportunity for Olson1373,John Williams,In Progress,High,Email,Email exec,2015-06-22,2015-08-10,2015-06-27,Email exec zodte [8340],Za rerut nicagawe vetuv puhzaeti umawiwe bahwu tucbiz ceme saguc unadoz zurak no.
Opportunity for Dennis1374,Irene Kelley,In Progress,High,Email,Email exec,2015-07-03,2015-08-10,2015-07-06,Email exec cef [2687],Ohgo geksi dijef kobakek mihitu eneram iwe li finorom fewfah on moawo igokiceja.
Opportunity for Buchanan1727,Julie Chavez,In Progress,Normal,Email,Setting up demo,2015-06-08,2015-06-28,2015-07-05,Setting up demo tu [6208],Lo pe ri borza dowhu fenalova eti de cokpe wohofod lelhezzo dakan si bizbor eta.
Opportunity for Dixon1728,Chris Riley,Not Started,Normal,Task,Task to stakeholder,2015-05-10,2015-05-19,2015-05-15,Task to stakeholder mor [1300],Inoizdom lol vecfeh nojmigal nucne ewouloca ku umeolubu mar suluzu sudsozaz subikac onsubav lecujkam.
Opportunity for Vasquez1729,Irene McCoy,In Progress,High,Email,Setting up demo,2015-06-12,2015-07-13,2015-06-15,Setting up demo zud [7768],Lem hatgav vov levu jolfih wohawi rirwan det fe jufeco nupke covi tit sadarri jublol.
Opportunity for White1730,Catherine Brown,In Progress,Normal,Email,Put a proposal,2015-06-27,2015-07-04,2015-07-06,Put a proposal itezewif [2183],Zug imafigi waodelar ejotere ge jebvi villinlu abotosteh dohub wi egad kifzabafi zopah utozi kuj ce vemi.
Opportunity for Griffin1731,Harold Campbell,Not Started,High,Call,Call exec,2015-05-16,2015-06-24,2015-06-10,Call exec ruf [5088],Maoli damaru azida fidovezoj lo ulwes ole rima fic fu vac ges ogedej lofful.
Opportunity for Ortiz1732,Nicolas Weaver,In Progress,Normal,Task,Put a proposal,2015-06-28,2015-07-10,2015-06-29,Put a proposal mazic [8417],Reble he so ibve kuidar pop avcipuc ajadifan depulfu jutinfo wuimehad hido.
Opportunity for Collins1733,Evelyn Williamson,In Progress,Normal,Task,Setting up demo,2015-05-24,2015-05-31,2015-06-21,Setting up demo co [4940],Co ziljuma beaj keusicek me tab zawawonuc mobadce vooco vaove ipe ziaj jedisa ko ra wu.
Opportunity for Marsh1734,Evelyn Williamson,Not Started,Normal,Call,Call exec,2015-06-02,2015-07-17,2015-06-18,Call exec eji [5083],Jumeleusi neuboku gaunpov efi vaworwuv vuj fe deretu udihalo felez buf rik sid wu.
Opportunity for Dean1735,Johnny Green,In Progress,Normal,Task,Put a proposal,2015-06-22,2015-07-24,2015-06-28,Put a proposal sir [6878],Irulotoc joese tuccibus gasimi ac amilefem compomcab dohepgo foov jikod ge veupelo jew.
Opportunity for Burgess1736,Johnny Green,In Progress,Normal,Call,Call exec,2015-05-27,2015-06-28,2015-06-04,Call exec puhbeami [5376],Maruuz se muc he iwi fufawo hop derulwu il rogjotdi dejme kupulu pijep haz wuzbe.
Opportunity for Tate1737,Julie Chavez,In Progress,Normal,Call,Put a proposal,2015-06-11,2015-07-02,2015-06-26,Put a proposal osa [3401],Kij foogvip ne cuzok how boroz vesilfob vimopdu zufiznuh madob lab ledadse fif ak votena bovijo imoh wugin.
Opportunity for Arnold1738,Bruce Kennedy,In Progress,Normal,Task,Put a proposal,2015-05-12,2015-06-05,2015-06-26,Put a proposal hezibe [7519],Vu jo set wadob nagje narwafej sejsu sohtu zaket murribziz zu ahe toed bis waos hobwibfik ma.
Opportunity for Moody1739,Evelyn Williamson,Not Started,Normal,Task,Task exec,2015-07-01,2015-07-12,2015-07-01,Task exec nip [5218],Momu couzezur gagul rukhegul jepopute zadteage lag rucgun uswo ja wap umunekuv bo tursul okulu hoteas.
Opportunity for Meyer1740,Evelyn Williamson,In Progress,High,Email,Email to stakeholder,2015-06-09,2015-06-11,2015-06-18,Email to stakeholder daf [6230],Ur eroboc akgero ka pajniur velewci doav bulpomuse vifisni lahso itu kivihu vifapiju toc du vere rufumfu tob.
Opportunity for Holloway1741,Catherine Brown,Completed,Normal,Call,Call to stakeholder,2015-05-30,2015-06-27,2015-05-30,Call to stakeholder we [7265],Zurwu pipne rulenizah ritefut hiwedo elhep nofunuboc vok hajwosfaj memiju nulhaawi lapgoz eshaaru doag.
Opportunity for Phillips1742,Harold Campbell,In Progress,Low,Email,Email to stakeholder,2015-06-10,2015-06-15,2015-06-14,Email to stakeholder ivewi [7505],Getgat awa op dev siw hitrager umairmap fu dimusbo pe mujula wodud kobhise judse te zogaz.
Opportunity for Gordon1743,Irene McCoy,In Progress,Normal,Task,Task to stakeholder,2015-07-03,2015-07-19,2015-07-05,Task to stakeholder igifu [5531],Lotnoj tegah upihiba cipub erlobe reeh cevipje uto iguta moadegu jijagwo vujib zetwudu nasubci buk.
Opportunity for Smith1744,Chris Riley,In Progress,Normal,Task,Task to stakeholder,2015-06-06,2015-06-14,2015-07-07,Task to stakeholder jofsunug [2026],Cuno coih na hadob asajabe ful copopoh ceuf nahliuj upofarej fupot elu.
Opportunity for Underwood1745,Bruce Kennedy,Not Started,High,Task,Task exec,2015-06-05,2015-07-24,2015-06-08,Task exec wi [7591],Jurroh wu ipeceg wohav hofejezo jirehiwow fej fuup rafosap ja tulubwab vija.
Opportunity for Rhodes1746,Laura Garza,Not Started,High,Call,Setting up demo,2015-05-21,2015-07-08,2015-06-28,Setting up demo bar [5665],Ameco fo wigsipcas cucik ewe sez echiwza ujiwda ojolcaf diwretaw gukhifnib guvab ovjarub.
Opportunity for Todd1747,Jessica Nichols,Not Started,Normal,Task,Setting up demo,2015-06-07,2015-07-25,2015-06-12,Setting up demo apenem [3237],Kaggip ohiamofo sagi tugli vafupa ikjefo cejazlo jitofini giacke zipafim wucac heve zowas rira jetocneb heida.
Opportunity for Bryant1748,Laura Garza,In Progress,Low,Task,Setting up demo,2015-05-21,2015-06-22,2015-06-01,Setting up demo neh [6296],Fekishek jamow hifmi mof higam fugiwmo redobpo noihna nug gapaca cezugowoz wu ho ce regzunim cukieg.
Opportunity for Morales1749,Chris Riley,Not Started,Normal,Task,Task to stakeholder,2015-07-04,2015-07-21,2015-07-05,Task to stakeholder vit [1657],Fe ciakpod tohjehid tak na mu fuv gekhuvvip ikbic uz mogozbi tus fazesveh.
Opportunity for Bailey1750,Chris Riley,Not Started,Low,Task,Task exec,2015-06-18,2015-06-23,2015-06-30,Task exec potamfij [9666],Womjufa avube ewimockig bis mufjucfu vo lojig hehbuvdo jikupope capme jaezol baazu ise.
Opportunity for Grant1751,Jessica Nichols,Not Started,Normal,Call,Setting up demo,2015-05-15,2015-06-18,2015-07-03,Setting up demo jud [2148],Aj ziif bezjake zig daek rofu diujlil pepkerag onihawem lacomocuf ciahre zacig uwzes agvitob.
Opportunity for McCoy609,Jessica Nichols,Completed,High,Task,Task exec,2015-05-31,2015-06-13,2015-06-11,Task exec liprof [8359],Gowevabi ge sasu mafzigfiv ove cuoz ugfegho balsicib jaf agdefi amusubes godome baspulcu pimfi roano wi.
Opportunity for Harrington610,Kelly Frazier,In Progress,Normal,Task,Task to stakeholder,2015-06-05,2015-06-25,2015-07-05,Task to stakeholder jutijih [5352],Taj mo kajloce mob ufaphoj rolocvul ve mawzibzor sepdot nofkaf oped upocidur eci oj nelab gicmakol ar.
Opportunity for Jackson611,Evelyn Williamson,In Progress,High,Email,Email exec,2015-06-02,2015-06-11,2015-07-06,Email exec dempan [4594],Zo vop oszezek tesla ziluiw ho laom gusmisisa hudi cec vo wasuse wiwapat niz.
Opportunity for Keller612,Laura Palmer,Not Started,Normal,Task,Task exec,2015-06-21,2015-07-08,2015-07-07,Task exec esdi [7887],Mizkafo titdofpo otceben febohok luru hewuzu ishemiw vuplidjuz ulipe ek jifozrok igcik lofabuv izuce.
Opportunity for Osborne613,Eric Sanchez,In Progress,Normal,Email,Email to stakeholder,2015-06-03,2015-06-22,2015-06-20,Email to stakeholder pakra [3596],Cimpis wofipuiz lij leg vobnug asoiz veesuig sum fam mebbiszi rojipda jeb ilowah ihsod niwsiftol nuzco seubaok.
Opportunity for Brown614,Eric Gutierrez,In Progress,Low,Task,Task exec,2015-05-21,2015-07-04,2015-07-03,Task exec zeltiran [9522],Bano jipohdu togub mor hinuag ponit hohja retu wefu ir on zijfakud imegib il.
Opportunity for McGuire615,Evelyn Williamson,In Progress,High,Task,Task to stakeholder,2015-06-20,2015-07-07,2015-07-04,Task to stakeholder lu [3597],Ibu acezuca gafi tasto god li unhaz vaf mulkuk kosehre joffi vu.
Opportunity for Fox616,Johnny Green,In Progress,Normal,Task,Task to stakeholder,2015-06-04,2015-07-22,2015-06-28,Task to stakeholder midpas [5390],Hofe mafi nod odacacova tirkupdej roplagvek dizo owauseru nenmi ohliw beaw het hadi.
Opportunity for Valdez617,Chris Riley,In Progress,High,Email,Put a proposal,2015-06-25,2015-07-02,2015-06-28,Put a proposal kabpuib [2577],Ugu wotvi zerhizi kah he ce guw hi anov borufo keg wa kub ref zehceggi hoh eztot.
Opportunity for Reid618,Laura Garza,In Progress,Normal,Call,Call to stakeholder,2015-06-17,2015-07-22,2015-06-26,Call to stakeholder marrahim [7428],Is ho kuthiru oza cugcajaw liwi eke uj tofhon asiiv oku ajter.
Opportunity for Weber619,John Williams,In Progress,Normal,Call,Call exec,2015-06-26,2015-07-13,2015-06-29,Call exec kilva [8547],Evoipe acnug deip zubfozwa jaomi eg gohpe zooc raoci fuira onoumusog ikimi jewu zorigrew idaton pa.
Opportunity for West620,Kelly Frazier,Not Started,Normal,Task,Task to stakeholder,2015-06-21,2015-06-25,2015-06-21,Task to stakeholder mojfol [5716],Navu hednu sefutza fevwois wizom sa ohezurew bu ki dokmi zolana otopuwle gosi jilhabcid seblarut tilme eleka ca.
Opportunity for Estrada621,Irene Kelley,Not Started,High,Call,Call exec,2015-06-25,2015-07-12,2015-07-04,Call exec bekcun [3158],Bobga cinu kaher mehci ewla os rawirema tobkucro fahli vilpo jobtiasi ribjefko vuuduvo canvi gu.
Opportunity for Ingram622,Eric Gutierrez,Not Started,Low,Task,Put a proposal,2015-05-14,2015-06-28,2015-06-15,Put a proposal sevube [4653],Hacawole moczenik ano icjacabe ilohocu cuv jezuc vosaz pu ni be gijita gari evi lelu zedih.
Opportunity for Ford623,Eric Gutierrez,Not Started,High,Call,Call exec,2015-05-10,2015-06-17,2015-06-19,Call exec zi [3852],Uzol da tipwejhi sidhoje edjutit mifod ri ruhzulwa ighe go oraubu hisahow iddis vibi dedi ujasuhnij.
Opportunity for Barber624,Irene Kelley,In Progress,Normal,Task,Task exec,2015-06-03,2015-06-11,2015-06-07,Task exec cagewij [5984],Oj va bipoh wihurop iskezmob ir je pupdaj gidomapak li uzo siruwosed ipasam por hopjahmu.
Opportunity for Jackson625,Irene McCoy,Completed,Normal,Email,Email exec,2015-06-03,2015-07-22,2015-06-28,Email exec uvperev [2709],Bif maso ub nilad aponuskug ni gim luhaltab fivmaage to ceholo ojodi mu.
Opportunity for Moody626,Laura Garza,In Progress,High,Call,Call exec,2015-05-09,2015-06-08,2015-05-14,Call exec ta [8385],Tinu rawun pocaz nu igjeca hac alurol iswedaf pit hundimhe rehmadgos upujac igohiej ugtu senih.
Opportunity for Daniels627,Laura Garza,In Progress,Low,Call,Setting up demo,2015-06-01,2015-06-29,2015-06-27,Setting up demo ciline [5211],Hekovo poid elo vorev ufrico zogam jekaf sejwokmub oniruhuv kije kicab suvasi jontahi luvmenuk oke agtuso.
Opportunity for Schwartz628,Kelly Frazier,Not Started,High,Call,Call to stakeholder,2015-06-30,2015-07-27,2015-07-06,Call to stakeholder papamu [1098],Ujebumu cuhavu deztu noc uhozoum maarivo lemnuve wekasus zutfeel okakaguv wil nuv worbuf feuv ti.
Opportunity for Scott629,Laura Garza,Not Started,Normal,Email,Email to stakeholder,2015-05-17,2015-05-28,2015-06-03,Email to stakeholder sejgum [7001],Ufze agioru ak googif evziz lalki edadti umhik povupase balih ozige udjavu kenin gonwo ijoigi mo.
Opportunity for Martinez630,Jessica Nichols,Not Started,High,Email,Email to stakeholder,2015-06-23,2015-08-07,2015-06-28,Email to stakeholder ezajumit [3886],Ifzo nu giforel kinbujal fak doflanot ziso waus abe bew lo pegofav kum pedov tilweter.
Opportunity for Brock631,Julie Chavez,Not Started,Normal,Call,Call exec,2015-05-16,2015-07-03,2015-05-18,Call exec ku [3461],Mohsabec ehzil wamminwuk wur luh bipej bo da dohtuh soafa poh ediwav daztidiw fabha zagowa no.
Opportunity for Salazar632,John Williams,Not Started,Normal,Task,Task exec,2015-06-10,2015-07-13,2015-06-24,Task exec fuz [2605],Za pu rerubif lutifmah meva tav ti uwuiboahe vukotget gefad visveciw lela bijasecew vehruvsak efdar um zuset ce.
Opportunity for Holloway633,Laura Palmer,Not Started,Normal,Task,Setting up demo,2015-07-03,2015-08-20,2015-07-07,Setting up demo fapseb [9860],Afibo wizba ra zenebla oje raitbup os lopdi va jupji bo tajicuv nazendi wecsidig.
Opportunity for Gross993,Johnny Green,In Progress,Low,Email,Email to stakeholder,2015-07-01,2015-07-09,2015-07-01,Email to stakeholder iluge [3201],Num rukdu uguejdek pomota arcam ikaruco neizbet esu vijmuum lo nero penobo tin.
Opportunity for Robinson994,Evelyn Williamson,In Progress,High,Task,Task exec,2015-06-11,2015-07-24,2015-06-23,Task exec amajuv [8864],Wabbiw ciz divzor owzadur rofuc telaca pispitlak sejrevoh uksupib aj lejfecu hutjo ah os ehhim lufemej.
Opportunity for Crawford995,Harold Campbell,In Progress,High,Task,Task exec,2015-05-16,2015-05-30,2015-06-19,Task exec ma [6323],Booka owisakken up jubukip oldi befevloh kicim ultedneg hikil zi le in van faco ema wu.
Opportunity for Russell996,Catherine Brown,Not Started,High,Task,Task to stakeholder,2015-06-02,2015-07-06,2015-07-04,Task to stakeholder ul [5100],Eji bocuc le ri halpa dobi ke lugawbib ob avomi cutak pulanaz wezoni hahit womlin.
Opportunity for Franklin997,Jessica Nichols,In Progress,Low,Call,Put a proposal,2015-06-18,2015-07-17,2015-06-21,Put a proposal joh [5514],Sajo ze ifilo tipeeg id bajmig irfiwun fuvkaw bivipu har dolpew hiv nues ca pe.
Opportunity for Strickland998,Johnny Green,In Progress,High,Task,Task to stakeholder,2015-07-06,2015-07-16,2015-07-07,Task to stakeholder ate [8935],Kefe uvto hibotba kenlo hul sijheluni bioko jub lini fop acetibti gezip huv piwmecje tiwotze weg wu caevu.
Opportunity for McCarthy999,Julie Chavez,Not Started,Normal,Call,Call to stakeholder,2015-06-02,2015-07-11,2015-06-03,Call to stakeholder uvaace [4553],Ab ob efa afzogci nujef dotawev gow navonpi odecut poked lepwihu rasa.
Opportunity for Owen1000,Harold Campbell,Not Started,Normal,Call,Setting up demo,2015-06-25,2015-07-05,2015-06-29,Setting up demo husow [3615],Evcuvrug sarew winsot ew wezowoba nojo pu bip za ha lewbe foszorpo.
Opportunity for Murray1001,Bruce Kennedy,Completed,Low,Call,Call exec,2015-06-18,2015-07-25,2015-06-29,Call exec buczij [2656],Fuse nuapu nu lofro fuito wokiki kigpuj apoimo ta titvide ducgiw nuwurtoh miw.
Opportunity for Chavez1002,Dennis Howard,In Progress,Normal,Email,Email to stakeholder,2015-06-24,2015-07-27,2015-06-27,Email to stakeholder tanro [4648],Cigmector hugfopo fararse vahera nupa hukuniga buf rewi odiince nukasra wicfi ehu.
Opportunity for Walsh1003,Nicolas Weaver,Completed,Normal,Email,Email exec,2015-05-30,2015-06-26,2015-06-16,Email exec biriti [7557],Hec uglon udarulu kefloeb opkika regvow kujcoj fahat eta bezpud wohiw juwrun su deroj tufo.
Opportunity for Davidson1004,Chris Riley,Not Started,High,Call,Call to stakeholder,2015-06-08,2015-07-10,2015-06-19,Call to stakeholder rav [3115],Eh gukusrac lanoru ukigav ciwhe bej zo nul ulo regmufo ow vewfodsam ob wawnikje ira.
