Account.Name,Amount,CloseDate,LeadSource,Name,Owner.Name,StageName,Type,CreatedDate,ForecastCategory,Opportunity_Source__c
Riley999 Inc,341390,2014-12-21,Web,Opportunity for Evans607,Harold Campbell,Closed Lost,New Business,2014-10-14,Omitted,AE
Parsons980 Inc,487060,2012-09-11,Seminar - Internal,Opportunity for Wolfe608,Irene Kelley,Closed Won,New Business,2012-07-27,Closed,Marketing
West990 Inc,728525,2015-04-22,Web,Opportunity for Norman968,John Williams,Closed Won,New Business,2014-10-31,Closed,AE
Larson135 Inc,161761,2012-09-14,Employee Referral,Opportunity for Larson969,Julie Chavez,Closed Lost,New Business / Add-on,2012-07-02,Omitted,BDR
Dixon108 Inc,3336500,2014-04-11,Advertisement,Opportunity for Poole970,Eric Gutierrez,Closed Won,New Business / Add-on,2013-10-27,Closed,AE
Knight521 Inc,306380,2012-06-18,Partner,Opportunity for Watts971,John Williams,Closed Won,New Business,2012-01-16,Closed,Marketing
Chandler811 Inc,68300,2013-03-28,Employee Referral,Opportunity for Weaver972,Irene Kelley,Closed Won,Existing Business,2012-10-14,Closed,Marketing
Freeman355 Inc,228960,2012-09-27,Advertisement,Opportunity for Jordan973,Eric Sanchez,Closed Won,New Business,2012-08-04,Closed,Marketing
Clayton557 Inc,1103200,2013-12-11,Trade Show,Opportunity for Hale974,Irene McCoy,Closed Won,New Business,2013-05-29,Closed,AE
Nguyen437 Inc,2189080,2013-06-23,Employee Referral,Opportunity for Coleman975,Irene Kelley,Closed Won,New Business,2013-01-11,Closed,AE
Beck562 Inc,3083700,2014-02-15,Employee Referral,Opportunity for Beck976,Kelly Frazier,Closed Won,New Business / Add-on,2013-07-05,Closed,AE
Marsh614 Inc,54900,2015-04-28,Word of mouth,Opportunity for Keller977,Laura Palmer,Closed Lost,New Business / Add-on,2014-11-22,Omitted,AE
Bryan850 Inc,2328725,2013-08-09,Web,Opportunity for Hughes978,Johnny Green,Closed Won,New Business,2013-03-23,Closed,AE
Edwards629 Inc,167100,2014-05-09,Web,Opportunity for Hawkins979,Chris Riley,Closed Won,Existing Business,2013-10-02,Closed,Alliances
Knight146 Inc,804500,2014-07-18,Trade Show,Opportunity for Morales980,Julie Chavez,Closed Won,Existing Business,2014-02-09,Closed,AE
Reynolds298 Inc,141300,2015-12-28,Partner,Opportunity for Jennings981,Eric Gutierrez,Qualification,New Business,2015-05-29,Pipeline,AE
Thornton502 Inc,2503980,2013-02-06,Word of mouth,Opportunity for Hunt982,Irene McCoy,Closed Won,New Business / Add-on,2012-12-09,Closed,Alliances
Gutierrez48 Inc,279405,2015-02-01,Partner,Opportunity for Weber983,Irene Kelley,Closed Lost,New Business,2014-11-03,Omitted,BDR
Robbins92 Inc,360888,2014-06-11,Employee Referral,Opportunity for Alvarado984,John Williams,Closed Won,New Business / Add-on,2014-05-14,Closed,AE
Garza427 Inc,292039,2013-08-05,Public Relations,Opportunity for Baker985,Laura Palmer,Closed Won,New Business,2013-07-07,Closed,Marketing
Hawkins881 Inc,2131550,2013-11-14,Advertisement,Opportunity for Martinez986,Irene Kelley,Closed Won,New Business,2013-06-22,Closed,Marketing
Joseph730 Inc,316254,2014-12-23,Employee Referral,Opportunity for Lane987,Evelyn Williamson,Closed Won,New Business,2014-05-10,Closed,AE
Wise175 Inc,2243150,2015-07-19,Public Relations,Opportunity for Lloyd988,Eric Sanchez,Proposal/Price Quote,Existing Business,2015-02-25,BestCase,AE
Olson691 Inc,3186690,2012-08-23,Employee Referral,Opportunity for Stanley989,Johnny Green,Closed Won,New Business,2012-03-21,Closed,Marketing
Murphy861 Inc,5214850,2012-06-09,Web,Opportunity for Barnett990,Irene Kelley,Closed Won,Existing Business,2012-05-20,Closed,AE
Fitzgerald503 Inc,2158750,2015-08-26,Seminar - Internal,Opportunity for Porter991,Eric Sanchez,Perception Analysis,New Business,2015-03-30,BestCase,AE
Ortega255 Inc,494080,2013-04-30,Web,Opportunity for Abbott992,Bruce Kennedy,Closed Won,New Business / Add-on,2013-02-08,Closed,AE
Bowers460 Inc,4793750,2012-11-19,Trade Show,Opportunity for Diaz1351,Johnny Green,Closed Lost,New Business,2012-05-18,Omitted,Alliances
Ellis728 Inc,995000,2012-03-08,Trade Show,Opportunity for Hodges1352,Dennis Howard,Closed Lost,New Business / Add-on,2011-11-24,Omitted,AE
Bryant250 Inc,86845,2012-11-27,Employee Referral,Opportunity for Watts1353,Chris Riley,Closed Lost,Existing Business,2012-06-30,Omitted,BDR
Carr889 Inc,5294610,2014-12-04,Partner,Opportunity for Norman1354,Johnny Green,Closed Won,Existing Business,2014-08-03,Closed,Alliances
Roy360 Inc,760130,2014-02-03,Public Relations,Opportunity for Carr1355,Nicolas Weaver,Closed Lost,New Business / Add-on,2013-09-06,Omitted,Marketing
Medina787 Inc,451500,2012-08-01,Advertisement,Opportunity for Ward1356,Irene McCoy,Closed Won,Existing Business,2011-12-16,Closed,Marketing
Wells423 Inc,3618750,2015-05-27,Employee Referral,Opportunity for Gomez1357,Chris Riley,Closed Lost,New Business / Add-on,2014-12-07,Omitted,BDR
Schneider841 Inc,163530,2015-03-15,Word of mouth,Opportunity for Sullivan1358,Laura Garza,Closed Won,New Business,2015-01-29,Closed,AE
Rodriquez626 Inc,475597,2015-08-28,Partner,Opportunity for Harrison1359,Catherine Brown,Qualification,New Business,2015-01-29,Pipeline,BDR
Ramsey114 Inc,347730,2015-08-06,Word of mouth,Opportunity for Austin1360,Laura Palmer,Value Proposition,New Business,2014-12-22,Pipeline,BDR
Rivera385 Inc,1452090,2014-08-18,Word of mouth,Opportunity for Cannon1361,Eric Sanchez,Closed Won,New Business / Add-on,2014-06-16,Closed,AE
Padilla472 Inc,246000,2012-12-27,Web,Opportunity for Roberson1362,Evelyn Williamson,Closed Won,New Business,2012-11-14,Closed,AE
Schneider843 Inc,156655,2015-05-01,Employee Referral,Opportunity for Dean1363,Nicolas Weaver,Closed Won,New Business / Add-on,2015-03-24,Closed,AE
Becker488 Inc,2786000,2013-08-04,Word of mouth,Opportunity for Gross1364,Bruce Kennedy,Closed Won,New Business,2013-04-24,Closed,AE
Herrera637 Inc,3541100,2015-08-28,Employee Referral,Opportunity for Ferguson1365,Johnny Green,Needs Analysis,Existing Business,2015-02-11,Pipeline,BDR
Vasquez196 Inc,86010,2014-02-23,Employee Referral,Opportunity for Reyes1366,Irene McCoy,Closed Won,Existing Business,2013-12-24,Closed,Alliances
Hunt476 Inc,568695,2012-08-04,Partner,Opportunity for Robertson1367,Laura Palmer,Closed Lost,Existing Business,2011-12-21,Omitted,AE
Bailey893 Inc,872360,2014-04-08,Trade Show,Opportunity for Jennings1368,Chris Riley,Closed Won,New Business / Add-on,2013-12-20,Closed,AE
Hoffman697 Inc,802240,2014-11-05,Word of mouth,Opportunity for Harvey1369,Laura Garza,Closed Won,Existing Business,2014-04-23,Closed,Marketing
Brewer934 Inc,2649500,2015-11-24,Word of mouth,Opportunity for Wilkins1370,Bruce Kennedy,Needs Analysis,New Business / Add-on,2015-05-28,Pipeline,BDR
Lopez621 Inc,4327500,2012-10-21,Web,Opportunity for Mullins1371,John Williams,Closed Lost,New Business,2012-06-01,Omitted,BDR
Lee192 Inc,932900,2015-02-08,Partner,Opportunity for Wilkins1372,Eric Sanchez,Closed Won,New Business / Add-on,2014-11-24,Closed,AE
Woods306 Inc,25739,2014-12-11,Partner,Opportunity for Olson1373,Kelly Frazier,Closed Won,New Business / Add-on,2014-10-31,Closed,AE
Dawson161 Inc,3463920,2015-03-28,Trade Show,Opportunity for Dennis1374,Evelyn Williamson,Closed Won,Existing Business,2014-12-20,Closed,Alliances
Maxwell619 Inc,112000,2015-06-10,Seminar - Internal,Opportunity for Buchanan1727,John Williams,Closed Lost,New Business,2015-02-22,Omitted,AE
Reed604 Inc,580750,2014-06-18,Web,Opportunity for Dixon1728,Laura Palmer,Closed Won,New Business,2014-02-23,Closed,Marketing
Webb96 Inc,435307,2012-07-25,Partner,Opportunity for Vasquez1729,Dennis Howard,Closed Won,New Business / Add-on,2012-02-12,Closed,BDR
Collins522 Inc,1994920,2015-08-12,Employee Referral,Opportunity for White1730,Bruce Kennedy,Negotiation/Review,New Business / Add-on,2015-04-22,Forecast,Marketing
Bradley715 Inc,455096,2014-08-27,Word of mouth,Opportunity for Griffin1731,Chris Riley,Closed Won,New Business / Add-on,2014-05-25,Closed,Marketing
Porter466 Inc,958940,2014-01-04,Employee Referral,Opportunity for Ortiz1732,Nicolas Weaver,Closed Lost,New Business / Add-on,2013-08-04,Omitted,Marketing
Johnston133 Inc,298678,2013-03-12,Partner,Opportunity for Collins1733,Doroth Gardner,Closed Won,New Business,2012-08-22,Closed,Marketing
Perez237 Inc,309686,2014-12-06,Advertisement,Opportunity for Marsh1734,Eric Sanchez,Closed Won,New Business,2014-04-14,Closed,AE
Becker219 Inc,935700,2013-12-28,Public Relations,Opportunity for Dean1735,Irene Kelley,Closed Lost,New Business / Add-on,2013-11-10,Omitted,AE
Pope139 Inc,671500,2012-12-03,Public Relations,Opportunity for Burgess1736,Irene McCoy,Closed Won,Existing Business,2012-10-01,Closed,Marketing
Lopez275 Inc,27120,2014-06-27,Word of mouth,Opportunity for Tate1737,Irene McCoy,Closed Won,New Business / Add-on,2013-11-25,Closed,AE
Crawford536 Inc,257045,2014-08-28,Partner,Opportunity for Arnold1738,Laura Palmer,Closed Lost,New Business / Add-on,2014-01-28,Omitted,AE
Myers320 Inc,682600,2013-01-17,Employee Referral,Opportunity for Moody1739,Johnny Green,Closed Won,Existing Business,2012-05-24,Closed,Alliances
Bridges776 Inc,1337090,2015-03-03,Partner,Opportunity for Meyer1740,John Williams,Closed Won,Existing Business,2014-12-20,Closed,BDR
Byrd338 Inc,9900,2012-08-22,Partner,Opportunity for Holloway1741,Eric Sanchez,Closed Won,New Business / Add-on,2012-04-22,Closed,BDR
Riley999 Inc,1580935,2015-08-16,Employee Referral,Opportunity for Phillips1742,Chris Riley,Qualification,New Business / Add-on,2015-04-01,Pipeline,AE
Cross532 Inc,3749200,2014-03-20,Web,Opportunity for Gordon1743,Doroth Gardner,Closed Lost,New Business / Add-on,2013-08-27,Omitted,Alliances
Casey767 Inc,535160,2014-12-17,Word of mouth,Opportunity for Smith1744,Eric Sanchez,Closed Lost,New Business,2014-07-03,Omitted,Marketing
Garza17 Inc,5063025,2014-03-25,Trade Show,Opportunity for Underwood1745,Laura Garza,Closed Won,New Business / Add-on,2013-11-30,Closed,Alliances
Dean95 Inc,918500,2015-07-30,Trade Show,Opportunity for Rhodes1746,Eric Gutierrez,Perception Analysis,New Business,2015-03-13,BestCase,BDR
Bass271 Inc,2378700,2014-08-12,Partner,Opportunity for Todd1747,Bruce Kennedy,Closed Lost,New Business,2014-05-27,Omitted,AE
Buchanan609 Inc,3115525,2014-01-30,Web,Opportunity for Bryant1748,Nicolas Weaver,Closed Won,Existing Business,2013-09-26,Closed,Alliances
Moore470 Inc,731320,2013-05-12,Word of mouth,Opportunity for Morales1749,Johnny Green,Closed Won,New Business,2013-04-12,Closed,BDR
Norton790 Inc,79320,2013-02-21,Web,Opportunity for Bailey1750,Laura Garza,Closed Lost,New Business,2012-12-02,Omitted,BDR
Weaver350 Inc,2818000,2012-12-07,Partner,Opportunity for Grant1751,Kelly Frazier,Closed Won,New Business,2012-05-19,Closed,Marketing
Evans281 Inc,6874220,2012-10-01,Trade Show,Opportunity for McCoy609,Johnny Green,Closed Won,New Business,2012-05-15,Closed,Marketing
Quinn624 Inc,1485400,2013-04-02,Word of mouth,Opportunity for Harrington610,Johnny Green,Closed Won,Existing Business,2012-12-20,Closed,AE
McKenzie531 Inc,73600,2015-01-02,Partner,Opportunity for Jackson611,Nicolas Weaver,Closed Won,Existing Business,2014-08-13,Closed,BDR
Rodgers461 Inc,765600,2015-06-08,Web,Opportunity for Keller612,Bruce Kennedy,Closed Lost,Existing Business,2014-11-09,Omitted,BDR
Doyle59 Inc,834280,2015-06-01,Employee Referral,Opportunity for Osborne613,Irene Kelley,Closed Won,New Business,2015-04-03,Closed,AE
Klein185 Inc,74446,2014-01-03,Employee Referral,Opportunity for Brown614,Irene Kelley,Closed Won,New Business,2013-05-29,Closed,Marketing
Paul453 Inc,906000,2012-05-18,Word of mouth,Opportunity for McGuire615,Doroth Gardner,Closed Won,New Business,2012-03-02,Closed,AE
Bass661 Inc,438075,2013-03-16,Seminar - Internal,Opportunity for Fox616,Johnny Green,Closed Lost,New Business,2013-03-02,Omitted,AE
Austin22 Inc,273090,2014-10-27,Employee Referral,Opportunity for Valdez617,Dennis Howard,Closed Won,New Business,2014-09-27,Closed,Marketing
Wallace880 Inc,826000,2013-08-13,Web,Opportunity for Reid618,Nicolas Weaver,Closed Lost,New Business,2013-04-07,Omitted,AE
Joseph988 Inc,3474950,2015-05-12,Public Relations,Opportunity for Weber619,Dennis Howard,Closed Won,New Business / Add-on,2014-11-14,Closed,AE
Gonzales409 Inc,2151600,2015-03-16,Word of mouth,Opportunity for West620,Eric Gutierrez,Closed Won,Existing Business,2015-03-03,Closed,AE
Bailey886 Inc,2009340,2013-08-02,Partner,Opportunity for Estrada621,Eric Gutierrez,Closed Lost,New Business / Add-on,2013-02-27,Omitted,AE
Crawford184 Inc,4841250,2014-06-16,Word of mouth,Opportunity for Ingram622,Laura Garza,Closed Won,New Business,2014-05-24,Closed,AE
Lindsey633 Inc,79440,2012-07-28,Word of mouth,Opportunity for Ford623,Dennis Howard,Closed Won,Existing Business,2012-01-10,Closed,Alliances
Hale627 Inc,128520,2013-05-10,Seminar - Internal,Opportunity for Barber624,Irene McCoy,Closed Won,New Business,2013-03-16,Closed,Alliances
Cohen28 Inc,1948800,2015-01-24,Seminar - Internal,Opportunity for Jackson625,Bruce Kennedy,Closed Won,Existing Business,2014-10-03,Closed,Marketing
Montgomery199 Inc,500500,2012-10-02,Employee Referral,Opportunity for Moody626,Harold Campbell,Closed Won,New Business,2012-02-13,Closed,Marketing
Brewer763 Inc,1422600,2015-12-12,Partner,Opportunity for Daniels627,Laura Garza,Qualification,New Business / Add-on,2015-06-11,Pipeline,Marketing
Lopez363 Inc,347600,2012-04-06,Seminar - Internal,Opportunity for Schwartz628,Chris Riley,Closed Won,Existing Business,2011-11-20,Closed,AE
Wood74 Inc,991000,2012-09-30,Public Relations,Opportunity for Scott629,Harold Campbell,Closed Won,New Business / Add-on,2012-09-11,Closed,Marketing
Rodgers131 Inc,437323,2012-12-05,Seminar - Internal,Opportunity for Martinez630,Kelly Frazier,Closed Won,New Business,2012-09-21,Closed,Marketing
Hanson683 Inc,1903520,2013-07-20,Employee Referral,Opportunity for Brock631,Bruce Kennedy,Closed Lost,New Business,2013-06-01,Omitted,Alliances
Christensen164 Inc,792460,2014-01-15,Employee Referral,Opportunity for Salazar632,Irene Kelley,Closed Won,New Business / Add-on,2013-09-14,Closed,AE
Guzman116 Inc,607850,2013-08-27,Web,Opportunity for Holloway633,Laura Garza,Closed Won,New Business,2013-01-03,Closed,BDR
Freeman571 Inc,1266750,2013-10-26,Word of mouth,Opportunity for Gross993,Evelyn Williamson,Closed Lost,New Business,2013-07-30,Omitted,BDR
Thomas148 Inc,1191000,2014-05-29,Partner,Opportunity for Robinson994,Evelyn Williamson,Closed Won,New Business,2014-04-11,Closed,Alliances
Harris195 Inc,2880800,2014-05-14,Word of mouth,Opportunity for Crawford995,Irene McCoy,Closed Won,New Business / Add-on,2013-11-10,Closed,AE
Lamb611 Inc,2023280,2013-04-12,Seminar - Internal,Opportunity for Russell996,Eric Sanchez,Closed Lost,Existing Business,2012-11-19,Omitted,Marketing
Webb381 Inc,158080,2013-12-26,Employee Referral,Opportunity for Franklin997,Eric Sanchez,Closed Won,Existing Business,2013-10-18,Closed,Alliances
Bowman347 Inc,74040,2014-05-20,Seminar - Internal,Opportunity for Strickland998,Irene Kelley,Closed Won,Existing Business,2014-02-11,Closed,BDR
Glover254 Inc,775200,2015-01-15,Trade Show,Opportunity for McCarthy999,Chris Riley,Closed Won,New Business,2014-06-02,Closed,AE
Nguyen793 Inc,264000,2014-05-24,Trade Show,Opportunity for Owen1000,Catherine Brown,Closed Won,Existing Business,2013-12-29,Closed,Marketing
Beck846 Inc,18560,2013-03-13,Partner,Opportunity for Murray1001,Nicolas Weaver,Closed Lost,New Business / Add-on,2012-11-02,Omitted,AE
Hunter88 Inc,355680,2015-09-05,Employee Referral,Opportunity for Chavez1002,Laura Garza,Qualification,New Business,2015-03-06,Pipeline,Marketing
Schmidt478 Inc,330090,2014-09-17,Public Relations,Opportunity for Walsh1003,Bruce Kennedy,Closed Lost,New Business,2014-08-27,Omitted,Alliances
Lawrence696 Inc,31185,2014-06-18,Word of mouth,Opportunity for Davidson1004,Doroth Gardner,Closed Won,New Business,2014-02-17,Closed,Marketing
Graves147 Inc,269400,2015-02-10,Trade Show,Opportunity for Vasquez1005,Julie Chavez,Closed Won,New Business,2014-12-08,Closed,Marketing
Nash127 Inc,985000,2014-02-27,Word of mouth,Opportunity for Wolfe1006,Laura Palmer,Closed Won,New Business,2013-09-22,Closed,Alliances
Perez590 Inc,128802,2012-08-17,Partner,Opportunity for Sullivan1007,Chris Riley,Closed Won,New Business,2012-07-12,Closed,Marketing
Sharp69 Inc,5188750,2014-07-08,Trade Show,Opportunity for Schultz1008,Doroth Gardner,Closed Won,New Business / Add-on,2013-12-01,Closed,AE
Harper70 Inc,3730300,2012-07-31,Partner,Opportunity for Blake1009,Chris Riley,Closed Won,New Business,2012-07-01,Closed,Marketing
Meyer233 Inc,418300,2014-03-22,Advertisement,Opportunity for Frazier1010,Irene McCoy,Closed Won,New Business / Add-on,2013-10-09,Closed,Marketing
Beck447 Inc,249200,2013-02-27,Partner,Opportunity for Greene1011,Catherine Brown,Closed Lost,New Business / Add-on,2012-07-12,Omitted,Alliances
Rodriquez412 Inc,1348890,2015-12-23,Advertisement,Opportunity for Holmes1012,Eric Gutierrez,Qualification,New Business,2015-05-08,Pipeline,AE
McCarthy162 Inc,499733,2015-07-18,Partner,Opportunity for Richardson1013,Dennis Howard,Value Proposition,Existing Business,2015-05-01,Pipeline,AE
Oliver959 Inc,1466300,2013-12-28,Word of mouth,Opportunity for Valdez1014,Dennis Howard,Closed Won,New Business,2013-09-18,Closed,AE
Tyler418 Inc,401291,2014-08-11,Web,Opportunity for Floyd1015,Catherine Brown,Closed Won,New Business,2014-07-15,Closed,BDR
Salazar150 Inc,1926610,2014-12-06,Word of mouth,Opportunity for Atkins1016,Catherine Brown,Closed Won,New Business,2014-09-28,Closed,Marketing
Ford835 Inc,1590600,2014-12-10,Web,Opportunity for Kennedy1017,Dennis Howard,Closed Won,Existing Business,2014-06-16,Closed,Alliances
Rodgers862 Inc,1090900,2013-05-17,Employee Referral,Opportunity for Holland1375,Julie Chavez,Closed Lost,New Business,2013-05-06,Omitted,Marketing
McKinney542 Inc,1096000,2013-09-08,Advertisement,Opportunity for Coleman1399,Chris Riley,Closed Won,New Business,2013-03-26,Closed,BDR
Graves147 Inc,89230,2015-08-11,Trade Show,Opportunity for Collier1376,Doroth Gardner,Prospecting,New Business,2015-05-18,Pipeline,Marketing
Long659 Inc,794270,2014-12-08,Advertisement,Opportunity for Bridges1377,Laura Palmer,Closed Won,New Business,2014-10-28,Closed,AE
Lawrence50 Inc,3164200,2014-12-31,Partner,Opportunity for Elliott1378,Chris Riley,Closed Lost,New Business,2014-06-07,Omitted,Marketing
Moody613 Inc,1001600,2013-09-18,Public Relations,Opportunity for Bennett1379,Doroth Gardner,Closed Lost,New Business,2013-06-10,Omitted,AE
Olson691 Inc,397340,2012-08-28,Employee Referral,Opportunity for Pope1380,Johnny Green,Closed Won,New Business,2012-03-27,Closed,BDR
Chambers869 Inc,908360,2015-07-08,Advertisement,Opportunity for Ray1381,Eric Gutierrez,Closed Won,New Business / Add-on,2014-12-18,Closed,AE
Jackson589 Inc,2346320,2014-09-03,Public Relations,Opportunity for Ryan1382,Eric Sanchez,Closed Won,New Business / Add-on,2014-08-08,Closed,AE
Bradley715 Inc,208600,2015-01-13,Partner,Opportunity for Washington1383,Harold Campbell,Closed Won,New Business / Add-on,2014-07-22,Closed,AE
Ross364 Inc,374162,2015-02-23,Word of mouth,Opportunity for Griffin1384,Johnny Green,Closed Lost,New Business,2014-08-23,Omitted,Marketing
Moore470 Inc,392207,2015-09-09,Word of mouth,Opportunity for Simpson1385,Doroth Gardner,Qualification,New Business,2015-03-18,Pipeline,Marketing
Pittman528 Inc,161109,2012-12-31,Partner,Opportunity for Logan1386,Eric Gutierrez,Closed Won,New Business,2012-07-07,Closed,Alliances
Riley999 Inc,2451210,2014-04-15,Seminar - Internal,Opportunity for Newman1387,Johnny Green,Closed Won,Existing Business,2013-08-27,Closed,Marketing
Hunt476 Inc,629300,2012-12-01,Advertisement,Opportunity for Bush1388,Harold Campbell,Closed Won,New Business,2012-04-14,Closed,BDR
Pena964 Inc,1144150,2013-03-18,Partner,Opportunity for Stone1389,John Williams,Closed Won,New Business,2012-11-28,Closed,BDR
Knight146 Inc,69240,2015-06-14,Web,Opportunity for Boone1390,Laura Garza,Closed Won,New Business,2015-06-03,Closed,Marketing
Rodgers956 Inc,308865,2014-10-22,Employee Referral,Opportunity for Herrera1391,Catherine Brown,Closed Lost,New Business / Add-on,2014-06-29,Omitted,Marketing
Yates593 Inc,196890,2015-05-23,Advertisement,Opportunity for Sanders1392,Evelyn Williamson,Closed Won,New Business / Add-on,2015-04-30,Closed,Marketing
Rodriguez768 Inc,739550,2014-10-15,Employee Referral,Opportunity for Maldonado1393,John Williams,Closed Won,New Business,2014-09-13,Closed,AE
Riley852 Inc,446889,2014-08-26,Employee Referral,Opportunity for Webb1394,Bruce Kennedy,Closed Won,New Business / Add-on,2014-05-31,Closed,BDR
Graves147 Inc,234500,2014-04-24,Word of mouth,Opportunity for Moran1395,Catherine Brown,Closed Won,Existing Business,2014-03-02,Closed,BDR
Leonard91 Inc,389250,2013-10-09,Word of mouth,Opportunity for Cannon1396,Bruce Kennedy,Closed Won,New Business,2013-05-26,Closed,AE
Casey47 Inc,33600,2014-09-25,Employee Referral,Opportunity for Robinson1397,Julie Chavez,Closed Won,New Business,2014-08-02,Closed,AE
McCarthy602 Inc,555200,2015-04-04,Word of mouth,Opportunity for Salazar1398,Eric Sanchez,Closed Won,New Business / Add-on,2015-02-16,Closed,BDR
Harmon693 Inc,1991000,2012-05-22,Partner,Opportunity for Cooper1752,Bruce Kennedy,Closed Won,New Business,2012-04-25,Closed,Alliances
Riley999 Inc,476000,2014-03-21,Partner,Opportunity for Barton1753,Bruce Kennedy,Closed Won,New Business / Add-on,2013-12-13,Closed,Marketing
Newman168 Inc,342555,2013-12-17,Advertisement,Opportunity for Foster1754,Irene McCoy,Closed Won,New Business / Add-on,2013-08-28,Closed,Marketing
Mitchell743 Inc,197075,2015-04-12,Trade Show,Opportunity for Kelly1755,Irene Kelley,Closed Won,New Business / Add-on,2015-02-06,Closed,BDR
Tran866 Inc,76532,2015-05-16,Word of mouth,Opportunity for Buchanan1756,Irene Kelley,Closed Lost,New Business,2014-12-02,Omitted,Alliances
Weber794 Inc,360800,2015-07-12,Partner,Opportunity for McGee1757,Johnny Green,Proposal/Price Quote,New Business / Add-on,2015-02-14,BestCase,AE
Moore247 Inc,3395000,2013-11-05,Word of mouth,Opportunity for Fletcher1758,Doroth Gardner,Closed Lost,New Business,2013-04-22,Omitted,AE
Gomez871 Inc,1324800,2015-04-05,Partner,Opportunity for Nguyen1759,Catherine Brown,Closed Lost,New Business / Add-on,2015-01-04,Omitted,BDR
Gonzales209 Inc,89400,2014-09-09,Employee Referral,Opportunity for Luna1760,Irene McCoy,Closed Won,New Business / Add-on,2014-08-15,Closed,AE
Brewer941 Inc,1049880,2015-07-24,Partner,Opportunity for Sanders1761,John Williams,Qualification,New Business,2015-04-26,Pipeline,BDR
Bailey942 Inc,1339900,2014-04-23,Partner,Opportunity for Silva1762,Bruce Kennedy,Closed Won,New Business,2014-04-04,Closed,Marketing
Benson346 Inc,4747520,2015-09-04,Public Relations,Opportunity for Zimmerman1763,Nicolas Weaver,Qualification,New Business,2015-03-17,Pipeline,AE
Hill463 Inc,3209120,2015-11-12,Partner,Opportunity for Barton1764,Laura Garza,Value Proposition,New Business,2015-06-19,Pipeline,BDR
Bryant456 Inc,1580150,2014-07-10,Web,Opportunity for Stewart1765,Harold Campbell,Closed Won,New Business / Add-on,2013-11-21,Closed,Marketing
Leonard263 Inc,142560,2013-09-10,Public Relations,Opportunity for Mitchell1766,Harold Campbell,Closed Won,New Business / Add-on,2013-08-15,Closed,Marketing
Anderson638 Inc,3440,2015-06-09,Public Relations,Opportunity for Ramirez1767,Julie Chavez,Closed Won,New Business,2015-04-05,Closed,Marketing
Cummings974 Inc,1386250,2014-07-27,Word of mouth,Opportunity for James1768,Laura Garza,Closed Won,New Business / Add-on,2013-12-11,Closed,AE
Phillips552 Inc,255560,2012-10-01,Trade Show,Opportunity for Rios1769,Nicolas Weaver,Closed Won,New Business,2012-04-02,Closed,BDR
Harper756 Inc,2833770,2014-03-04,Seminar - Internal,Opportunity for Collins1770,Doroth Gardner,Closed Won,New Business / Add-on,2013-07-28,Closed,Marketing
Fleming733 Inc,434500,2012-08-22,Partner,Opportunity for Jensen1771,Laura Garza,Closed Won,Existing Business,2012-05-25,Closed,BDR
Parks99 Inc,72880,2013-09-04,Web,Opportunity for Gill1772,Harold Campbell,Closed Won,New Business / Add-on,2013-04-29,Closed,AE
Martin56 Inc,741800,2014-03-30,Word of mouth,Opportunity for Dennis1773,Irene Kelley,Closed Won,New Business,2013-08-17,Closed,BDR
Owen872 Inc,1407480,2013-04-14,Employee Referral,Opportunity for Payne1774,Harold Campbell,Closed Won,New Business / Add-on,2012-09-11,Closed,Marketing
Holloway944 Inc,2208300,2014-11-04,Partner,Opportunity for Perez1775,Nicolas Weaver,Closed Won,New Business,2014-10-11,Closed,Marketing
Martinez228 Inc,2434650,2014-06-06,Word of mouth,Opportunity for Dawson1776,Harold Campbell,Closed Lost,New Business / Add-on,2013-11-29,Omitted,AE
Hogan760 Inc,365964,2012-11-30,Public Relations,Opportunity for Rogers634,Eric Gutierrez,Closed Won,New Business,2012-07-16,Closed,AE
Holland509 Inc,733000,2012-04-19,Partner,Opportunity for Luna635,Kelly Frazier,Closed Won,New Business,2011-10-01,Closed,Marketing
Tucker284 Inc,121490,2015-02-23,Word of mouth,Opportunity for Abbott636,John Williams,Closed Won,New Business,2015-01-10,Closed,BDR
Pena291 Inc,2403700,2013-12-04,Employee Referral,Opportunity for Thornton637,Julie Chavez,Closed Won,New Business,2013-08-09,Closed,Marketing
Estrada864 Inc,719960,2015-03-06,Trade Show,Opportunity for Jefferson638,Irene Kelley,Closed Won,New Business / Add-on,2014-12-27,Closed,BDR
Stone533 Inc,1343750,2012-12-12,Web,Opportunity for Sanchez639,Irene McCoy,Closed Won,New Business / Add-on,2012-10-13,Closed,AE
West416 Inc,499928,2015-01-07,Web,Opportunity for Byrd640,Evelyn Williamson,Closed Won,New Business,2014-07-23,Closed,AE
Reid29 Inc,376955,2014-12-12,Advertisement,Opportunity for Carson641,Evelyn Williamson,Closed Won,Existing Business,2014-07-24,Closed,AE
Holmes945 Inc,701400,2015-07-25,Seminar - Internal,Opportunity for Figueroa642,Johnny Green,Needs Analysis,New Business,2015-03-14,Pipeline,Marketing
Gordon814 Inc,898800,2014-10-06,Seminar - Internal,Opportunity for Jensen643,Kelly Frazier,Closed Won,New Business,2014-05-08,Closed,Alliances
Crawford184 Inc,1528750,2015-08-17,Advertisement,Opportunity for Frazier644,Harold Campbell,Qualification,New Business / Add-on,2015-05-28,Pipeline,BDR
